allBurn,allMint,allowanceTotal,balanceOf,msgSender,owner,spentTotal,totalBalances,,totalSupply,allowance
allBurn,allMint,allowance,balanceOf,msgSender,owner,totalBalances,,totalSupply
allowanceTotal,msgSender,owner,spentTotal,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,allowance,balanceOf
allowance,msgSender,owner,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf
allBurn,allMint,allowance,msgSender,owner,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,balanceOf
allowance,balanceOf,msgSender,owner,totalBalances,totalSupply,
allowanceTotal,balanceOf,msgSender,owner,spentTotal,totalBalances,totalSupply,,allowance
allBurn,allMint,allowanceTotal,msgSender,owner,spentTotal,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,allowance,balanceOf
