allowanceTotal,balanceOf,decreaseAllowanceTotal,msgSender,owner,paused,pendingOwner,spentTotal,totalBalances,totalSupply,,allowance
allowance,msgSender,owner,paused,pendingOwner,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf
allowanceTotal,decreaseAllowanceTotal,msgSender,owner,paused,pendingOwner,spentTotal,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,allowance,balanceOf
allowance,balanceOf,msgSender,owner,paused,pendingOwner,totalBalances,totalSupply,
allBurn,allMint,allowance,balanceOf,msgSender,owner,paused,pendingOwner,totalBalances,,totalSupply
allBurn,allMint,allowance,msgSender,owner,paused,pendingOwner,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,balanceOf
allBurn,allMint,allowanceTotal,decreaseAllowanceTotal,msgSender,owner,paused,pendingOwner,spentTotal,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,allowance,balanceOf
allBurn,allMint,allowanceTotal,balanceOf,decreaseAllowanceTotal,msgSender,owner,paused,pendingOwner,spentTotal,totalBalances,,totalSupply,allowance
