allowanceTotal,balanceOf,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,spentTotal,totalSupply,,allowance
allowanceTotal,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,spentTotal,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf,allowance
allowance,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf
allBurn,allMint,allowanceTotal,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,spentTotal,totalBurn,totalIn,totalMint,totalOut,,balanceOf,allowance,totalSupply
allBurn,allMint,allowance,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,totalBurn,totalIn,totalMint,totalOut,,balanceOf,totalSupply
allowance,balanceOf,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,totalSupply,
allBurn,allMint,allowance,balanceOf,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,,totalSupply
allBurn,allMint,allowanceTotal,balanceOf,defaultOperator,msgSender,operators,owner,revokedDefaultOperator,spentTotal,,allowance,totalSupply
