allowanceTotal,decreaseAllowanceTotal,isPauser,msgSender,owner,paused,spentTotal,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,allowance,balanceOf
allowanceTotal,balanceOf,decreaseAllowanceTotal,isPauser,msgSender,owner,paused,spentTotal,totalBalances,totalSupply,,allowance
allBurn,allMint,allowanceTotal,balanceOf,decreaseAllowanceTotal,isPauser,msgSender,owner,paused,spentTotal,totalBalances,,totalSupply,allowance
allowance,isPauser,msgSender,owner,paused,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf
allBurn,allMint,allowance,isPauser,msgSender,owner,paused,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,balanceOf
allBurn,allMint,allowance,balanceOf,isPauser,msgSender,owner,paused,totalBalances,,totalSupply
allBurn,allMint,allowanceTotal,decreaseAllowanceTotal,isPauser,msgSender,owner,paused,spentTotal,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,allowance,balanceOf
allowance,balanceOf,isPauser,msgSender,owner,paused,totalBalances,totalSupply,
