controller,decimals,decreaseAllowanceTotal,increaseAllowanceTotal,msgSender,name,spentTotal,symbol,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,allowance,balanceOf
allowance,controller,decimals,msgSender,name,symbol,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf
allBurn,allMint,controller,decimals,decreaseAllowanceTotal,increaseAllowanceTotal,msgSender,name,spentTotal,symbol,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,allowance,balanceOf
allBurn,allMint,balanceOf,controller,decimals,decreaseAllowanceTotal,increaseAllowanceTotal,msgSender,name,spentTotal,symbol,totalBalances,,totalSupply,allowance
allowance,balanceOf,controller,decimals,msgSender,name,symbol,totalBalances,totalSupply,
allBurn,allMint,allowance,controller,decimals,msgSender,name,symbol,totalBalances,totalBurn,totalIn,totalMint,totalOut,,totalSupply,balanceOf
allBurn,allMint,allowance,balanceOf,controller,decimals,msgSender,name,symbol,totalBalances,,totalSupply
balanceOf,controller,decimals,decreaseAllowanceTotal,increaseAllowanceTotal,msgSender,name,spentTotal,symbol,totalBalances,totalSupply,,allowance
