allowanceTotal,decreaseAllowanceTotal,msgSender,owner,spentTotal,this,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf,allowance
allBurn,allMint,allowanceTotal,balanceOf,decreaseAllowanceTotal,msgSender,owner,spentTotal,this,totalBalances,,allowance,totalSupply
allowance,msgSender,owner,this,totalBalances,totalBurn,totalIn,totalMint,totalOut,totalSupply,,balanceOf
allowanceTotal,balanceOf,decreaseAllowanceTotal,msgSender,owner,spentTotal,this,totalBalances,totalSupply,,allowance
allowance,balanceOf,msgSender,owner,this,totalBalances,totalSupply,
allBurn,allMint,allowanceTotal,decreaseAllowanceTotal,msgSender,owner,spentTotal,this,totalBalances,totalBurn,totalIn,totalMint,totalOut,,balanceOf,allowance,totalSupply
allBurn,allMint,allowance,balanceOf,msgSender,owner,this,totalBalances,,totalSupply
allBurn,allMint,allowance,msgSender,owner,this,totalBalances,totalBurn,totalIn,totalMint,totalOut,,balanceOf,totalSupply
